track_id,name,artist,album,popularity,duration_ms,explicit,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min,year,mood,tempo_category,image_url,preview_url,external_url
5ovRDK0q4zN4j7xRnIQjBs,Little Shell,Play School,50 Best Songs,28,88186,False,children,0.479,0.189,7,-12.0,1,0.0369,0.892,0.0,0.125,0.609,199.955,3,1.4697666666666669,2023,Happy & Calm,Fast,,,
6oXolJCX17UYq17RvW09L9,Verhuizen,Kinderen voor Kinderen,39 - Kom erbij!,28,162893,False,children,0.722,0.59,1,-5.324,0,0.122,0.351,0.0,0.0745,0.847,147.02,4,2.7148833333333333,2023,Happy & Calm,Fast,,,
53POBS0w7luZeQYUCCoHfv,Baa Baa Black Sheep,Play School,50 Best Songs,28,59000,False,children,0.827,0.158,7,-11.261,1,0.0458,0.964,0.000615,0.108,0.9,99.821,4,0.9833333333333332,2023,Happy & Calm,Medium,,,
1dD3VWLWFHltKU8CqmBRe7,There's a Bear in There (Play School Theme),Play School,50 Best Songs,28,43146,False,children,0.52,0.316,2,-13.493,1,0.0492,0.901,0.0998,0.12,0.326,72.278,4,0.7191,2023,Sad & Calm,Slow,,,
3CQ50kvvvUIWMIOlUrvTBm,Jalan Serta Yesus,Maranatha! Kids,"40 Nonstop Lagu Sekolah Minggu Abadi ,Vol. 3",28,107280,False,children,0.84,0.703,5,-4.475,1,0.0356,0.49,0.0,0.221,0.964,120.541,4,1.788,2023,Happy & Energetic,Fast,,,
1y8F9IgdE2MQvq2wwIt5ly,Al 40 jaar!,Kinderen voor Kinderen,40 - Reis mee!,28,199226,False,children,0.553,0.526,8,-5.409,1,0.0305,0.564,0.0,0.114,0.122,156.059,4,3.3204333333333333,2023,Sad & Calm,Fast,,,
5iV9u2GnvtVDY5MQvXSlJ0,Have You Seen the Ghost of John?,Wee Sing,Wee Sing for Halloween,29,112093,False,children,0.337,0.188,2,-9.995,0,0.0317,0.929,2.53e-06,0.125,0.565,100.146,4,1.8682166666666664,2023,Neutral & Calm,Medium,,,
17SYvUpaPG9bzd5r5bWqMi,One Love,Sweet Little Band,Bob Marley For Babies,28,160879,False,children,0.666,0.189,10,-14.536,1,0.0367,0.748,0.613,0.0899,0.85,76.001,4,2.6813166666666666,2023,Happy & Calm,Slow,,,
1yFSy3Hf437f7o4GlJBOkJ,Je hoeft niet alleen te zijn,Kinderen voor Kinderen,41 - En toen?,28,175480,False,children,0.649,0.466,5,-4.675,1,0.0252,0.0838,0.0,0.129,0.471,94.978,4,2.9246666666666665,2023,Neutral & Calm,Medium,,,
47isJpIIO8m7BJEhiFhnaf,double take,dhruv,double take,75,171743,False,chill,0.456,0.437,8,-11.156,1,0.0867,0.839,0.0,0.218,0.209,108.678,4,2.8623833333333333,2023,Sad & Calm,Medium,,,
5e2l2ZAMwHmrkdM4Z6NhAR,Again,Shiloh Dynasty;Timmies,Vivid Pictures,74,157205,False,chill,0.603,0.204,7,-12.727,0,0.112,0.479,0.0714,0.642,0.71,74.688,5,2.620083333333333,2023,Happy & Calm,Slow,,,
3XV5r1cMB2AlD2ir0v6mfm,The Way I Love You,yaeow;Neptune,The Way I Love You,60,162726,False,chill,0.543,0.206,6,-18.037,1,0.0319,0.94,0.453,0.385,0.13,113.107,3,2.7121,2023,Sad & Calm,Medium,,,
5HsSsEeP3hU9QSfHZrzbtA,3:00 AM,Finding Hope,Our Love,68,201951,False,chill,0.55,0.147,0,-18.675,0,0.0404,0.563,0.00102,0.286,0.0346,81.991,4,3.36585,2023,Sad & Calm,Medium,,,
22I3h5AOENlH4CqXJsEbFR,Collide (feat. Tyga),Justine Skye;Tyga,Collide (feat. Tyga),75,260169,True,chill,0.418,0.31,11,-9.869,0,0.0625,0.095,0.0,0.216,0.131,139.614,4,4.33615,2023,Sad & Calm,Fast,,,
0ri0Han4IRJhzvERHOZTMr,At My Worst,Pink Sweat$,The Prelude,74,170344,False,chill,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,4,2.839066666666666,2023,Happy & Calm,Medium,,,
3jZDWsoxRHzzp3DYV8qeXE,You Broke My Heart Again,Teqkoi;Aiko,You Broke My Heart Again,71,103400,False,chill,0.55,0.143,3,-15.685,1,0.241,0.956,0.0,0.195,0.224,74.918,4,1.7233333333333334,2023,Sad & Calm,Slow,,,
0QzuaeCEEOV40Pn7IvKEny,double take,dhruv,rapunzel,83,171743,False,chill,0.656,0.436,8,-11.141,1,0.0744,0.845,0.0,0.221,0.196,109.239,4,2.8623833333333333,2023,Sad & Calm,Medium,,,
2Qn6WHJrY5Im82Jux8FboH,moonlight,dhruv,rapunzel,69,159130,True,chill,0.735,0.501,11,-11.257,0,0.167,0.627,0.0013,0.104,0.551,92.031,4,2.6521666666666666,2023,Neutral & Calm,Medium,,,
2W4yABdLc4Jnds67Poi5Nl,Yellow Hearts,Ant Saunders,Yellow Hearts,68,223257,False,chill,0.866,0.438,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.039,4,3.72095,2023,Happy & Calm,Fast,,,
0ytvsZOerGzUWfHXVT2Sgy,Eternal Youth,RŮDE,Eternal Youth,71,205766,False,chill,0.655,0.487,6,-7.988,1,0.033,0.0347,0.897,0.271,0.0454,139.914,4,3.4294333333333333,2023,Sad & Calm,Fast,,,
0OrwGH9aeguhopTVubv0VZ,tonight,demxntia,goodnight,71,84875,False,chill,0.719,0.63,5,-7.142,1,0.0853,0.255,0.557,0.141,0.4,170.103,4,1.4145833333333333,2023,Neutral & Energetic,Fast,,,
5V7qLbZJNTwaEVbZADqofc,It Takes Two,Fiji Blue,It Takes Two,67,159012,False,chill,0.731,0.597,4,-7.661,1,0.0567,0.338,0.00114,0.0771,0.863,101.991,4,2.6502,2023,Happy & Calm,Medium,,,
3JvKfv6T31zO0ini8iNItO,Another Love,Tom Odell,Long Way Down (Deluxe),93,244360,True,chill,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4,4.072666666666667,2023,Sad & Calm,Fast,,,
3AvQO9AjUzXv8Lhe92uV6b,woo x I was never there (tiktok version),untrusted;creamy;11:11 Music Group,woo x I was never there (tiktok version),60,212142,False,chill,0.603,0.58,9,-10.2,0,0.0352,0.384,0.00236,0.0897,0.282,112.05,4,3.5357,2023,Sad & Calm,Medium,,,
4VEEDnEFLI9dUy5QA51rom,fools (can't help falling in love) (feat. Sody),Foster;Sody;Sarcastic Sounds,fools (can't help falling in love) (feat. Sody),69,165029,True,chill,0.706,0.604,2,-6.932,1,0.303,0.418,0.0,0.242,0.361,82.03,4,2.7504833333333334,2023,Sad & Energetic,Medium,,,
55XrFge2dEZwYzNl128DwN,Losing Interest,itssvd;Shiloh Dynasty,Missing,76,120546,False,chill,0.753,0.355,8,-13.295,0,0.0898,0.48,0.87,0.122,0.506,111.863,4,2.0091,2023,Neutral & Calm,Medium,,,
2MJz8BxxMsERULatmBikDH,At My Worst,Pink Sweat$,PINK PLANET,76,170344,False,chill,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,4,2.839066666666666,2023,Happy & Calm,Medium,,,
20gAOYKYQ7aFRVRg6LvrLW,i got you,Jimmy Brown,i got you,57,132727,False,chill,0.769,0.554,1,-6.209,1,0.0684,0.348,0.000542,0.106,0.598,115.949,4,2.2121166666666667,2023,Neutral & Calm,Medium,,,
3RbNcjVnQixKa1sULcwd2K,Losing Interest,Stract;Shiloh Dynasty,Losing Interest,68,136695,False,chill,0.96,0.36,10,-16.192,0,0.155,0.673,0.0177,0.293,0.639,114.927,4,2.27825,2023,Happy & Calm,Medium,,,
1r6qzxz77Tvbrvqd1Q1MIN,Collide (Sped Up Remix),Justine Skye;Tyga,Collide (Remix Pack),68,221168,True,chill,0.362,0.432,2,-9.359,0,0.112,0.0882,0.0,0.264,0.256,81.29,4,3.686133333333333,2023,Sad & Calm,Medium,,,
21NeQgKhabORuZ3pfsPfz5,I Can't Hate You,Kayou.;yaeow,I Can't Hate You,60,178480,False,chill,0.693,0.438,10,-9.452,0,0.0943,0.451,0.000277,0.107,0.191,139.873,4,2.974666666666667,2023,Sad & Calm,Fast,,,
4o3XxiQ9BljY4OU38zanC0,colorblind,Mokita,colorblind,70,193976,False,chill,0.661,0.776,8,-5.054,1,0.0366,0.125,0.000152,0.119,0.17,145.993,4,3.232933333333333,2023,Sad & Energetic,Fast,,,
5Lu0vv78RmKZeBPpP1N8za,With You,Mokita,With You,67,154650,False,chill,0.648,0.607,11,-6.399,1,0.0577,0.3,0.0,0.163,0.356,154.901,4,2.5775,2023,Sad & Energetic,Fast,,,
38o5lj4mbLK34vQkJUlMrg,London,Mokita,London,67,160225,False,chill,0.684,0.512,11,-8.715,1,0.0525,0.544,0.0,0.097,0.466,119.901,4,2.6704166666666667,2023,Neutral & Calm,Medium,,,
4q3biaQQoADspV16lbsfPH,Lonely City,Mokita,Lonely City,67,157523,False,chill,0.735,0.37,5,-12.581,0,0.0705,0.389,0.00163,0.106,0.305,112.015,4,2.625383333333333,2023,Sad & Calm,Medium,,,
1xIqDFx3KdByBnKMlTECcM,Coming for You (feat. A1 x J1),SwitchOTR;A1 x J1,Coming for You (feat. A1 x J1),74,178285,True,chill,0.813,0.481,1,-6.71,1,0.231,0.217,0.0,0.0931,0.842,140.122,4,2.971416666666667,2023,Happy & Calm,Fast,,,
6tLDBtppww0pxHiEwKsp5O,I don't see nobody but you,Yusei,I don't see nobody but you,54,264419,False,chill,0.576,0.355,3,-8.983,1,0.105,0.975,0.801,0.11,0.332,107.015,4,4.406983333333334,2023,Sad & Calm,Medium,,,
21UPL4RXZPmg2TZ2DgWADj,Feels Like You,Faime,Feels Like You,63,198912,False,chill,0.848,0.352,4,-6.798,1,0.0464,0.789,0.000105,0.0865,0.571,92.991,4,3.3152,2023,Neutral & Calm,Medium,,,
7es56D0QedGMsK39wl2yFX,Happier Than Ever,ASTN,Happier Than Ever,76,109325,True,chill,0.667,0.457,6,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604,4,1.8220833333333333,2023,Sad & Calm,Medium,,,
70MgcT507FGdoDBBLdmsqu,moonlight,dhruv,moonlight,56,159130,True,chill,0.732,0.502,2,-11.229,1,0.172,0.634,0.00123,0.104,0.565,92.064,4,2.6521666666666666,2023,Neutral & Calm,Medium,,,
034KyQEk7IhbLtniVhBErj,17,Pink Sweat$,17,63,160736,False,chill,0.558,0.364,5,-8.663,1,0.0502,0.169,9.94e-05,0.109,0.252,129.17,4,2.678933333333333,2023,Sad & Calm,Fast,,,
458EaCXcB9TRBoJEDVcdcr,Strawberry Skies,Kid Travis,Strawberry Skies,70,165333,False,chill,0.65,0.462,11,-6.587,0,0.089,0.366,0.0,0.159,0.649,89.887,4,2.75555,2023,Happy & Calm,Medium,,,
7ArVzlFsFsQXNseVXmdOyk,NVMD,Denise Julia,NVMD,79,181224,True,chill,0.758,0.674,6,-4.533,1,0.108,0.0903,0.0,0.0902,0.424,97.977,4,3.0204,2023,Neutral & Energetic,Medium,,,
58w68w4s8h9gw3xrDaXyuj,At My Worst (feat. Kehlani),Pink Sweat$;Kehlani,At My Worst (feat. Kehlani),63,169127,False,chill,0.731,0.484,0,-5.579,1,0.0354,0.73,3.01e-06,0.326,0.35,92.043,4,2.818783333333333,2023,Sad & Calm,Medium,,,
2kHrlDvECzPyjcbmSQNusl,F*ck Love,Lund,F*ck Love,65,197368,True,chill,0.639,0.446,6,-10.489,1,0.0378,0.295,0.0,0.181,0.363,76.004,4,3.2894666666666668,2023,Sad & Calm,Slow,,,
7ivYWXqrPLs66YwakDuSim,like i need u,keshi,THE REAPER,73,182678,True,chill,0.748,0.465,5,-8.163,1,0.0869,0.399,0.0,0.294,0.412,119.872,4,3.044633333333333,2023,Neutral & Calm,Medium,,,
7D7e6hm2LiNd6nLuJF6K9Q,Hex,80purppp,Hex,79,122221,False,chill,0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,4,2.0370166666666667,2023,Neutral & Calm,Medium,,,
01Rc6yXYtujAnMaR1NME11,I'll Keep You Safe,sagun;Shiloh Dynasty,I'll Keep You Safe,71,185875,False,chill,0.752,0.0625,7,-24.694,1,0.0557,0.945,0.819,0.178,0.462,114.982,4,3.097916666666667,2023,Neutral & Calm,Medium,,,
1Fhb9iJPufNMZSwupsXiRe,beside you,keshi,beside you,75,166023,False,chill,0.711,0.747,0,-6.335,1,0.0523,0.459,0.0,0.0957,0.852,136.0,4,2.76705,2023,Happy & Energetic,Fast,,,
2xhGZ3WzOa3tir28y7Cb88,Falling for U,Peachy!;mxmtoon,Falling for U,74,124000,False,chill,0.719,0.36,6,-12.034,1,0.398,0.748,2.18e-06,0.0812,0.409,80.184,4,2.066666666666667,2023,Neutral & Calm,Medium,,,
4If7JKEkzeY0WusIrOdQlC,Waves,Fiji Blue,Waves,66,133747,False,chill,0.84,0.338,6,-8.16,1,0.0436,0.135,0.0225,0.0635,0.927,108.024,4,2.229116666666666,2023,Happy & Calm,Medium,,,
3iqlzKw1tLt6tXZyKWV0fZ,SOMEBODY,keshi,GABRIEL,71,164662,True,chill,0.649,0.461,8,-8.401,1,0.0449,0.442,0.0,0.108,0.487,141.088,4,2.7443666666666666,2023,Neutral & Calm,Fast,,,
6FxdAycUNPT8gHH5JhG2xI,Lay Up N’ Chill (feat. A Boogie Wit da Hoodie),Pink Sweat$;A Boogie Wit da Hoodie,Lay Up N’ Chill (feat. A Boogie Wit da Hoodie),66,153735,True,chill,0.528,0.683,1,-4.074,0,0.263,0.26,0.0,0.0857,0.539,134.92,4,2.56225,2023,Neutral & Energetic,Fast,,,
5SlU0Yhi51jobhEiGE4xDv,2 soon,keshi,2 soon,72,206511,True,chill,0.517,0.663,6,-6.688,0,0.0375,0.146,0.0,0.322,0.146,174.032,4,3.44185,2023,Sad & Energetic,Fast,,,
6tmZRSTEAW90RI8nXsly1f,I Need U,yaeow,Worn Out Heart,61,142588,False,chill,0.402,0.405,9,-12.486,1,0.0713,0.513,0.0167,0.155,0.072,84.873,4,2.3764666666666665,2023,Sad & Calm,Medium,,,
3xbUCRFut7tzBoD2F8L56y,Tell Me Why I'm Waiting,Timmies;Shiloh Dynasty,Passion & Confusion,70,123891,False,chill,0.671,0.275,6,-11.185,0,0.056,0.796,0.000339,0.0657,0.159,124.007,4,2.06485,2023,Sad & Calm,Fast,,,
1H3Q48ARz2ZEwbOl6s53Mq,I’ll Keep You Safe,Vluestar,I’ll Keep You Safe,70,140338,False,chill,0.504,0.401,0,-10.016,1,0.0958,0.805,0.00596,0.155,0.243,114.95,4,2.338966666666667,2023,Sad & Calm,Medium,,,
4MiZmaNIbvO7yY8UltCATD,vulnerable,dhruv,rapunzel,59,198404,False,chill,0.696,0.543,8,-8.73,0,0.0454,0.438,3.29e-05,0.394,0.3,115.983,4,3.3067333333333333,2023,Sad & Calm,Medium,,,
4t5joZkdlXlvzLXJbkgppJ,airplane thoughts,dhruv,rapunzel,64,210405,False,chill,0.677,0.454,2,-8.555,0,0.0673,0.83,8.55e-05,0.274,0.273,80.045,4,3.50675,2023,Sad & Calm,Medium,,,
6q4EtrwC14rUa98NhI0vKx,Make It (feat. The Weeknd) [DJAmg Remixer],AtariJones;The Weeknd,Early Catch,62,102243,True,chill,0.514,0.407,9,-15.052,1,0.153,0.0134,0.0294,0.135,0.25,82.759,4,1.70405,2023,Sad & Calm,Medium,,,
2DIFiLjzVxSUc7YY2k7WDA,Loosing Interest,Timmies;Shiloh Dynasty,Passion & Confusion,68,117916,False,chill,0.926,0.199,10,-13.635,0,0.0916,0.51,0.119,0.224,0.763,113.952,4,1.9652666666666667,2023,Happy & Calm,Medium,,,
4MIKclDDgZgzuaATP5yOjW,On the Low,Justin Park,Places Like Home,63,181379,False,chill,0.68,0.53,0,-6.854,0,0.209,0.203,0.0,0.115,0.398,87.008,4,3.0229833333333334,2023,Sad & Calm,Medium,,,
37KYM3zuGyozpEwDuO2OVw,Free With You,Rnla;yaeow,Free With You,56,168038,False,chill,0.708,0.356,3,-11.53,1,0.0501,0.907,0.0607,0.125,0.132,80.036,4,2.8006333333333333,2023,Sad & Calm,Medium,,,
5OdNjYTpLjuDDPCBNWonRX,At My Worst (feat. Kehlani),Pink Sweat$;Kehlani,PINK PLANET,65,169127,False,chill,0.731,0.484,0,-5.579,1,0.0354,0.73,3.01e-06,0.326,0.35,92.043,4,2.818783333333333,2023,Sad & Calm,Medium,,,
3PPD1wg591kQnsws16mlkS,chances,thuy;DCMBR,i hope u see this,67,167312,False,chill,0.748,0.472,3,-9.15,0,0.0557,0.0822,0.0,0.0525,0.605,141.93,4,2.788533333333333,2023,Happy & Calm,Fast,,,
2RdREuezrUKCuCcCz5a7ZC,Outside,Fiji Blue,Reasons You Should Care,65,174081,False,chill,0.587,0.639,6,-6.883,0,0.0769,0.0924,4.53e-06,0.269,0.258,94.927,4,2.90135,2023,Sad & Energetic,Medium,,,
1EvR6pje1equhlz6J6BFwl,Cup of Coffee,IWL,Cup of Coffee,54,109241,False,chill,0.672,0.285,1,-7.031,1,0.0474,0.241,0.905,0.25,0.454,145.0,4,1.8206833333333332,2023,Neutral & Calm,Fast,,,
3yZueO8TUXxGNettYqIRKw,where do we go when we fall in love,SVMP;Zebatin;Fallen Oceans,where do we go when we fall in love,56,101100,False,chill,0.561,0.364,7,-11.111,1,0.0286,0.812,8.94e-06,0.268,0.233,137.911,4,1.685,2023,Sad & Calm,Fast,,,
6ZwTqNc7Ln6Dhn5UKNZJHy,Losing Interest - Slowed Version,boy in skirt,Sad Boy in Skirt,65,116920,False,chill,0.796,0.0617,7,-22.034,0,0.0754,0.768,0.895,0.111,0.166,96.44,4,1.9486666666666668,2023,Sad & Calm,Medium,,,
4LMlIX9Y8qziRafzW30mGc,you never meant it,Skinny Atlas;Snøw;cøzybøy,you never meant it,67,117692,True,chill,0.792,0.551,7,-5.769,1,0.037,0.307,0.0,0.101,0.45,103.967,4,1.9615333333333331,2023,Neutral & Calm,Medium,,,
3VOgOT6SNjrRjhjuisphY7,"eyes blue or brown, can't remember",untrusted;pretence;11:11 Music Group,"eyes blue or brown, can't remember",66,180833,False,chill,0.751,0.354,10,-14.518,1,0.446,0.885,0.179,0.206,0.781,143.87,4,3.013883333333333,2023,Happy & Calm,Fast,,,
0X9MxHR1rTkEHDjp95F2OO,Bad Liar,Anna Hamilton,Bad Liar,62,248448,False,chill,0.691,0.234,3,-6.441,1,0.0285,0.777,0.0,0.12,0.209,87.103,4,4.1408,2023,Sad & Calm,Medium,,,
4h3O3xuAHJiFObhmpdQHc5,Heat Waves (Slowed + Reverb),fenekot,Heat Waves,54,116781,False,chill,0.677,0.649,6,-9.824,0,0.0792,0.907,0.368,0.682,0.139,140.649,4,1.94635,2023,Sad & Energetic,Fast,,,
6jmf4OxSGzdgthZruXtcqu,Hate Me!,MASN,How To Kill A Rockstar,69,154756,True,chill,0.683,0.628,6,-6.512,1,0.123,0.659,0.0,0.106,0.356,142.06,4,2.579266666666667,2023,Sad & Energetic,Fast,,,
674FdhU7eeBC4gLWzuTF5f,Let Me Down Slowly (Slowed + Reverb),fenekot,Slowed + Reverb,58,104000,False,chill,0.757,0.407,11,-15.194,0,0.0835,0.954,0.849,0.107,0.298,136.879,4,1.7333333333333334,2023,Sad & Calm,Fast,,,
3lUQpvfWFcxZC3RYAVGE7F,I Feel Good,Pink Sweat$,I Feel Good,68,136058,False,chill,0.803,0.75,11,-4.67,1,0.0551,0.0233,3.87e-05,0.045,0.628,106.0,4,2.2676333333333334,2023,Happy & Energetic,Medium,,,
0yTGQpPOgcsS8Xqp5bQO58,The Loser,Verzache,The Loser,72,131586,False,chill,0.748,0.297,1,-10.613,1,0.132,0.485,0.27,0.138,0.114,123.983,4,2.1931,2023,Sad & Calm,Fast,,,
5eLjgK8JT276Xs8500KdEn,Affection,Fiji Blue,Affection,63,174211,False,chill,0.827,0.49,10,-8.37,0,0.055,0.321,0.000137,0.095,0.836,113.002,4,2.9035166666666665,2023,Happy & Calm,Medium,,,
4XeIiGpUBshIfs9yrBDVZC,The Last Goodbye (feat. Bettye LaVette),ODESZA;Bettye LaVette,The Last Goodbye (feat. Bettye LaVette),72,358983,False,chill,0.667,0.92,9,-2.71,1,0.0773,0.00752,0.00232,0.126,0.146,114.977,4,5.98305,2023,Sad & Energetic,Medium,,,
4AuLkMqJdyQyGeShCU5ik3,Safe,itssvd;Shiloh Dynasty,Safe,67,78214,False,chill,0.608,0.461,11,-13.083,0,0.146,0.828,0.00104,0.107,0.512,114.886,4,1.3035666666666668,2023,Neutral & Calm,Medium,,,
2BuJrxYKhYky20dQqTlobO,skeletons,keshi,skeletons,69,152480,True,chill,0.719,0.265,2,-12.782,1,0.0754,0.296,0.0865,0.108,0.273,80.021,4,2.541333333333333,2023,Sad & Calm,Medium,,,
5QWGib8UBj4U9ybzmpuTUv,it kills me,demxntia;keshi,it kills me,65,155428,True,chill,0.534,0.449,11,-10.688,0,0.0422,0.44,0.0,0.0934,0.24,105.075,4,2.5904666666666665,2023,Sad & Calm,Medium,,,
0MO1qNhm8aRZchi8CJlIRo,Can't Love Myself,Monty Datta;Mishaal,Can't Love Myself,68,122723,False,chill,0.541,0.0836,1,-12.663,1,0.313,0.913,0.00199,0.126,0.452,181.032,4,2.0453833333333336,2023,Neutral & Calm,Fast,,,
1tvxzDoafjqs4yvjZW4n2K,my type,brb.,my type,68,132000,False,chill,0.69,0.578,0,-8.7,1,0.0656,0.167,0.000244,0.134,0.788,89.998,4,2.2,2023,Happy & Calm,Medium,,,
6D6HVKe7Qu3imn4zzJD0W9,drunk,keshi,always,71,227031,False,chill,0.691,0.389,4,-8.247,1,0.0367,0.765,0.0,0.0941,0.306,104.952,4,3.78385,2023,Sad & Calm,Medium,,,
3xNIVmBIe839tAsoGe3A4b,Say Goodbye,Monty Datta;Snøw,Say Goodbye,64,150415,False,chill,0.706,0.297,3,-13.652,1,0.132,0.468,0.0,0.0725,0.123,104.049,4,2.5069166666666667,2023,Sad & Calm,Medium,,,
15Br2J1kEKCNXCuDtxtfFf,savior,Beowülf,savior,63,110943,False,chill,0.832,0.181,11,-20.989,1,0.0603,0.835,0.0304,0.117,0.213,106.032,4,1.84905,2023,Sad & Calm,Medium,,,
7mMzlK2pYVbgkUL1zaGGyV,grateful,dhruv,rapunzel,55,241458,True,chill,0.507,0.516,6,-9.67,1,0.106,0.457,0.0284,0.128,0.486,83.951,4,4.0243,2023,Neutral & Calm,Medium,,,
4sxDA8NwmjV3sPfusOPIf6,We could have been so good together,Yusei,We could have been so good together,62,298864,False,chill,0.659,0.353,1,-15.69,0,0.723,0.984,0.807,0.394,0.438,144.03,4,4.981066666666667,2023,Neutral & Calm,Fast,,,
7cUPrTfP6VNOK22pZNEwbq,But You Love It,KAYDEN,But You Love It,49,188031,False,chill,0.757,0.437,4,-6.165,1,0.0381,0.796,6.34e-06,0.397,0.52,126.961,4,3.13385,2023,Neutral & Calm,Fast,,,
38umMmZQdeoOG7Zojor4g3,ANGOSTURA,keshi,GABRIEL,67,171019,True,chill,0.536,0.659,6,-9.732,1,0.0483,0.406,0.004,0.107,0.199,170.035,4,2.8503166666666666,2023,Sad & Energetic,Fast,,,
4iypTnIFKZtJyB96lRG6uS,I Need U (Remix),yaeow;Gustixa,I Need U (Remix),51,171205,False,chill,0.501,0.315,4,-12.914,1,0.0508,0.872,0.81,0.219,0.216,84.859,4,2.8534166666666665,2023,Sad & Calm,Medium,,,
6kD7n19O9VEYQwENniEvPi,4:44 Am,Kochetkovv,4:44 Am,67,121965,False,chill,0.809,0.282,0,-10.038,1,0.433,0.975,0.00176,0.202,0.778,129.89,4,2.03275,2023,Happy & Calm,Fast,,,
4W8sUeokQKfHt1uTXp0Jq0,Broken,Lund,Broken,72,200672,True,chill,0.83,0.583,0,-2.052,1,0.0412,0.0563,0.0005,0.109,0.146,134.0,4,3.344533333333333,2023,Sad & Calm,Fast,,,
3NsuucK8qXpIJf7KPZX7vq,i'm closing my eyes,potsu,i'm closing my eyes,69,118302,False,chill,0.895,0.109,0,-13.853,0,0.0996,0.534,0.549,0.106,0.546,134.067,4,1.9717,2023,Neutral & Calm,Fast,,,
31Z75ehoSqIwC1bsRESbKM,Fiction,Lund,Fiction,58,279515,True,chill,0.752,0.481,11,-9.203,0,0.044,0.419,3.11e-05,0.366,0.393,135.671,4,4.6585833333333335,2023,Sad & Calm,Fast,,,
5wwPdWKbDEiybmWkZqsGGn,"Next Up - S4-E2, Pt. 1",JBee;Mixtape Madness,Next Up - S4-E2,77,120839,True,chill,0.54,0.585,8,-7.563,0,0.309,0.198,0.0,0.147,0.516,100.289,3,2.013983333333333,2023,Neutral & Calm,Medium,,,
4kflXMtDdukfphfpvp1708,17,Pink Sweat$,PINK PLANET,62,160736,False,chill,0.653,0.362,5,-8.699,1,0.0472,0.165,0.000131,0.11,0.268,129.854,4,2.678933333333333,2023,Sad & Calm,Fast,,,
17H5BFEUB0tMcQfJEcDSwH,Ready Yet,Mokita,Ready Yet,64,152922,False,chill,0.79,0.531,8,-8.065,1,0.147,0.193,0.0,0.13,0.627,104.512,4,2.5487,2023,Happy & Calm,Medium,,,
5Uzvhr8aMXs0pdJdFOERjV,I Feel Good (feat. Bunga),Pink Sweat$;Bunga,I Feel Good (Asia Edition),36,135849,False,chill,0.792,0.744,11,-4.744,1,0.0554,0.0766,4.55e-05,0.0548,0.65,105.981,4,2.26415,2023,Happy & Energetic,Medium,,,
4Et6tUEO7biKxZEfJXpNj1,Another Love - Tiësto Remix,Tom Odell;Tiësto,Another Love (Tiësto Remix),75,185365,False,chill,0.79,0.764,4,-4.685,0,0.0737,0.0836,0.0871,0.132,0.473,123.046,4,3.0894166666666667,2023,Neutral & Energetic,Fast,,,
7mOcLhVf0Aj6pIfi3LcSNW,down,Mokita,down,61,194680,False,chill,0.524,0.391,4,-9.021,1,0.041,0.789,0.0,0.0869,0.143,148.009,4,3.244666666666667,2023,Sad & Calm,Fast,,,
0PHnrpMPdJ5p1RYapWnkYr,I Feel Good (feat. Arthur Miguel),Pink Sweat$;Arthur Miguel,I Feel Good (Asia Edition),49,135849,False,chill,0.763,0.762,11,-4.641,1,0.0514,0.0397,0.000132,0.0548,0.692,106.021,4,2.26415,2023,Happy & Energetic,Medium,,,
56fkAaSu91c1E2k43wGPFC,Psycho!,MASN,How To Kill A Rockstar,68,197217,True,chill,0.876,0.312,7,-10.17,1,0.0521,0.443,0.0,0.247,0.377,114.973,4,3.28695,2023,Sad & Calm,Medium,,,
0rQV8yyM0fjQmZjlJnIR7Y,Lost In Between,yaeow,Lost In Between,58,124500,False,chill,0.628,0.329,9,-13.577,1,0.104,0.8,0.0855,0.256,0.407,79.976,4,2.075,2023,Neutral & Calm,Slow,,,
3jTWd38NseaNnSuIK2Ybsp,4am,JBee,4am,75,193714,True,chill,0.863,0.482,1,-9.132,1,0.439,0.621,0.0,0.148,0.618,140.021,4,3.2285666666666666,2023,Happy & Calm,Fast,,,
3oe8DvAkbindovOqSdny5X,I Feel Good (feat. Bunga),Pink Sweat$;Bunga,I Feel Good (feat. Bunga),27,135849,False,chill,0.792,0.744,11,-4.744,1,0.0554,0.0766,4.55e-05,0.0548,0.65,105.981,4,2.26415,2023,Happy & Energetic,Medium,,,
4iF2TMFaiJwEHecDNavRU9,ugly,Timmies;Nineteen95,Ekena,60,120027,True,chill,0.708,0.213,7,-8.266,1,0.0396,0.924,0.00118,0.111,0.109,80.02,4,2.00045,2023,Sad & Calm,Medium,,,
